node,name,rw_betweenness
720575940643182372,AOTU.FB.23,0.003261
720575940625796133,FB.196,0.003257
720575940629922934,FB.LAL.19,0.003242
720575940620223659,FB.187,0.00323
720575940627227654,SMP.FB.7,0.003226
720575940630556743,FB.493,0.003219
720575940609558136,FB.677,0.003218
720575940615889638,FB.662,0.003218
720575940637558618,FB.399,0.003216
720575940638070505,FB.574,0.003211
720575940638124656,FB.381,0.003209
720575940612973096,FB.794,0.003206
720575940608279747,FB.571,0.003195
720575940612772077,FB.212,0.00318
720575940614799154,FB.107,0.003177
720575940610670250,FB.464,0.003176
720575940626753935,SMP.FB.14,0.003157
720575940617236667,FB.475,0.003155
720575940618704043,FB.552,0.003155
720575940643922724,FB.555,0.003152
720575940636924479,FB.372,0.003151
720575940628716360,FB.391,0.003144
720575940627943966,FB.327,0.003142
720575940631625953,FB.999,0.003139
720575940619718209,FB.422,0.003137
720575940632830056,SMP.FB.17,0.003134
720575940618386321,FB.394,0.003133
720575940618792942,FB.337,0.003131
720575940621800586,FB.1004,0.003128
720575940620202266,FB.LAL.26,0.003126
720575940619615936,FB.499,0.003125
720575940620020694,EB.51,0.003115
720575940628174415,FB.178,0.003114
720575940637703750,FB.503,0.0031
720575940628014441,SLP.FB.1,0.003097
720575940640356149,SAD.FB.1,0.003092
720575940623889552,FB.580,0.003081
720575940641215104,FB.872,0.003077
720575940605754033,FB.322,0.003075
720575940607309577,FB.534,0.003074
720575940627357969,FB.191,0.003072
720575940645464099,SMP.FB.5,0.003071
720575940614013382,FB.544,0.003061
720575940634701025,FB.82,0.003053
720575940638278333,SMP.FB.10,0.003052
720575940629342479,FB.281,0.003048
720575940628705271,FB.356,0.003047
720575940625721331,FB.715,0.003046
720575940639596507,FB.635,0.003043
720575940614738956,FB.448,0.003042
720575940618174447,SMP.FB.31,0.003038
720575940634036159,NO.63,0.003031
720575940624306494,FB.549,0.003029
720575940627569658,FB.703,0.003016
720575940659184257,FB.522,0.003015
720575940616103254,FB.772,0.003011
720575940633519514,FB.577,0.003002
720575940612286259,FB.362,0.002999
720575940620657243,FB.335,0.002997
720575940616617245,FB.581,0.002995
720575940610665445,FB.631,0.002995
720575940619586676,FB.1051,0.00299
720575940625875402,FB.357,0.002983
720575940639924176,FB.365,0.002982
720575940626660358,FB.525,0.002979
720575940618945985,SMP.FB.13,0.002976
